Position,Normalized_Position,Conc_P2D_t40.3s_(c_cmax),Conc_sP2D_t40.3s_(c_cmax),Conc_Error_t40.3s_(c_cmax),Stress_P2D_t40.3s_(sigma_E),Stress_sP2D_t40.3s_(sigma_E),Stress_Error_t40.3s_(sigma_E),ReactionCurrent_P2D_t40.3s_[A_m2],ReactionCurrent_sP2D_t40.3s_[A_m2],ReactionCurrent_Error_t40.3s_[A_m2],Overpotential_P2D_t40.3s_[V],Overpotential_sP2D_t40.3s_[V],Overpotential_Error_t40.3s_[V],Potential_P2D_t40.3s_[V],Potential_sP2D_t40.3s_[V],Potential_Error_t40.3s_[V],Current_t40.3s,Conc_P2D_t504.0s_(c_cmax),Conc_sP2D_t504.0s_(c_cmax),Conc_Error_t504.0s_(c_cmax),Stress_P2D_t504.0s_(sigma_E),Stress_sP2D_t504.0s_(sigma_E),Stress_Error_t504.0s_(sigma_E),ReactionCurrent_P2D_t504.0s_[A_m2],ReactionCurrent_sP2D_t504.0s_[A_m2],ReactionCurrent_Error_t504.0s_[A_m2],Overpotential_P2D_t504.0s_[V],Overpotential_sP2D_t504.0s_[V],Overpotential_Error_t504.0s_[V],Potential_P2D_t504.0s_[V],Potential_sP2D_t504.0s_[V],Potential_Error_t504.0s_[V],Current_t504.0s,Conc_P2D_t1000.2s_(c_cmax),Conc_sP2D_t1000.2s_(c_cmax),Conc_Error_t1000.2s_(c_cmax),Stress_P2D_t1000.2s_(sigma_E),Stress_sP2D_t1000.2s_(sigma_E),Stress_Error_t1000.2s_(sigma_E),ReactionCurrent_P2D_t1000.2s_[A_m2],ReactionCurrent_sP2D_t1000.2s_[A_m2],ReactionCurrent_Error_t1000.2s_[A_m2],Overpotential_P2D_t1000.2s_[V],Overpotential_sP2D_t1000.2s_[V],Overpotential_Error_t1000.2s_[V],Potential_P2D_t1000.2s_[V],Potential_sP2D_t1000.2s_[V],Potential_Error_t1000.2s_[V],Current_t1000.2s
0.5625,0.5625,0.33923241415145755,0.34936060031961863,2.985618633612982,0.001037622391747237,0.0011827473505655532,13.98629790303025,-7.751751067753497,-9.235867635399403,19.145565365478284,-0.056535656514366844,-0.06347920362765966,12.281713066387262,4.182282570300927,4.17555340142373,0.1608970404100018,19.842655414285467,0.5207084695289671,0.5243582956392087,0.700934654192046,0.0016128981677398994,0.001614445053186638,0.09590719846288588,-2.3248395213249324,-2.078836146191926,10.581520697515002,-0.022277022497062485,-0.020402751860862905,8.413470141473022,3.944154022844595,3.93885992295456,0.13422649976069753,7.169789876061197,0.6659857797091098,0.6704913001114069,0.676519009800037,0.0015019112736847492,0.001508599002698234,0.4452812313657713,-6.610738239394926,-7.54221934370562,14.090424859961656,-0.05691325644043283,-0.06283523640037363,10.405273446510517,3.758906669602098,3.755052465754344,0.10253523661341137,15.496297297808516
0.60625,0.60625,0.32954231182963784,0.33990311467497286,3.1439977427515315,0.0008899986291128475,0.0010431582137825574,17.208968605084227,-6.473585196000768,-8.107821505113277,25.244686825502843,-0.05172444302108643,-0.06042584754970479,16.822616195347084,4.186352191876893,4.181929367472847,0.1056486459172795,19.842655414285467,0.512554375786186,0.5161896803891421,0.7092524763602089,0.0015872119914744829,0.0015897176099093392,0.15786287202434132,-2.4428014318548383,-2.2281179017600974,8.788415107966022,-0.025027331750229746,-0.02340022137976744,6.501333768620265,3.955534252135685,3.950535899825248,0.12636351986430544,7.169789876061197,0.6541419725356369,0.6583549030073734,0.6440391610105751,0.0014647955401102394,0.001471448644385067,0.4542002001403492,-5.9873150021212815,-6.807221990583295,13.69406801164668,-0.055538776764280796,-0.061217535385802296,10.224853611060688,3.7692284854748888,3.7655208178384254,0.09836675199583238,15.496297297808516
0.65,0.65,0.32274459671329536,0.3310608058460423,2.5767152161293985,0.0007855691486032845,0.0009093114949362548,15.75193559382775,-5.499265035070301,-6.905161400634352,25.56516837428765,-0.047474215521779044,-0.05588493014016789,17.71638462257557,4.18871768069486,4.1858083273906015,0.0694568965024145,19.842655414285467,0.5048657184405205,0.5083963177692715,0.69931453053629,0.0015575497603442408,0.001561993009112967,0.2852717057170686,-2.506081271731757,-2.338997316227749,6.667140343319734,-0.027393590744570873,-0.026220093847531725,4.283837442054661,3.9657345468035263,3.961110189204277,0.11660784514628811,7.169789876061197,0.6438219900602313,0.6476867424861845,0.6002827622572553,0.0014324672887366914,0.0014387147678957498,0.4361341587470451,-5.514928974674496,-6.185908220580452,12.166598137296207,-0.05482564505005132,-0.059886347892461236,9.23053953636096,3.7785269018877674,3.7750044216393324,0.09322363820342788,15.496297297808516
0.69375,0.69375,0.3182551960180539,0.32388325921756983,1.7684120384939928,0.0007164278716672581,0.0007997936302924157,11.636308681172657,-4.86120002954936,-5.840021380055367,20.135385183825598,-0.044596579984977736,-0.05094003948997787,14.224094105729442,4.1905126234467724,4.188308928808051,0.05258771030520864,19.842655414285467,0.4978134012270171,0.5011156970469083,0.6633601690415771,0.0015260752188942022,0.0015327858101771177,0.43972873681665475,-2.5245783279878333,-2.414702082855244,4.352261283180861,-0.02937993780243005,-0.02882235318940696,1.8978413663522868,3.974705539392214,3.9705456319258072,0.10465951314328147,7.169789876061197,0.6349662527198208,0.6384417432211102,0.5473504279010938,0.001405475263143315,0.0014111550001369682,0.4041150451094054,-5.167905629657549,-5.669223503569705,9.700600394774915,-0.054736485496824895,-0.05886259093602455,7.538126355297322,3.7868217014585515,3.783525623282147,0.08704075439134393,15.496297297808516
0.7375,0.7375,0.31541786329150967,0.3184472591790051,0.9604389097949356,0.0006725155865559409,0.0007168978115576718,6.599434405530934,-4.478263009761627,-5.021135904967601,12.12239866266521,-0.04304571288947287,-0.046583343994053235,8.21831227110544,4.1918833597833665,4.190427665760893,0.03472649159180045,19.842655414285467,0.4915989099861003,0.49449482029430303,0.5890798879689588,0.0014951174465498806,0.0015038625611269786,0.5849115463991181,-2.50992203077898,-2.4610380028742673,1.9476313329757424,-0.031010346335797707,-0.031184084269060573,0.5602579583650344,3.9823707055097626,3.9788226450878565,0.08909417742042829,7.169789876061197,0.6275545651868889,0.6305587455744339,0.47871221949446885,0.0013839133466495269,0.0013889601799435347,0.36467841763549264,-4.929250740287823,-5.247548219992236,6.457319711957435,-0.05524506954259062,-0.0581496186037079,5.257571553743908,3.7940577334930623,3.791088136832819,0.07826967507711602,15.496297297808516
0.78125,0.78125,0.3138270835081179,0.31442015395751555,0.1889800085983713,0.0006475048274605079,0.0006557022929940627,1.2660084042469562,-4.2878337431802285,-4.423725171508908,3.1692326817664886,-0.04266216658288278,-0.043083823775773855,0.9883632892199558,4.192762235433999,4.192424234497981,0.008061533591414594,19.842655414285467,0.4864360657656967,0.48866723651134125,0.4586770806421344,0.0014669022943573776,0.0014768663037275245,0.6792551493357611,-2.4746382655343657,-2.485451568447438,0.43696499256779864,-0.032321253976665756,-0.033287876800161834,2.9906724045853172,3.988613409226044,3.985926917668948,0.0673540220990581,7.169789876061197,0.621609259685228,0.6239727191002704,0.38021624971276513,0.0013675138351749228,0.0013718566586894106,0.31757071868543685,-4.788050713284015,-4.910719591486779,2.5619795100003873,-0.05632643187207712,-0.057726608885650066,2.485825867246276,3.800101215627589,3.7976706240988887,0.06396123131417075,15.496297297808516
0.825,0.825,0.31328175152750826,0.3114722100505564,0.5776083248158638,0.00063823371960913,0.0006110812141576368,4.254320105199398,-4.259358456810068,-3.9954596195984515,6.1957414452799116,-0.04336588261390165,-0.040390649117393214,6.860770073557037,4.19308449035614,4.194238136406069,0.027513064727933488,19.842655414285467,0.4825458097099038,0.48374438767864725,0.24838635931042738,0.0014434368082488107,0.0014531364613875487,0.6719832197230455,-2.4290609110199375,-2.4952775352914656,2.7260174486001016,-0.033334253752301694,-0.0351087143482411,5.323234799629744,3.9932656971536815,3.991835959785055,0.035803712476372214,7.169789876061197,0.6172036184483056,0.6186278260989977,0.2307516689990618,0.0013558031909274573,0.0013592705721974154,0.2557437018263865,-4.740176286933446,-4.649293442319515,1.917288284498068,-0.057962172410504054,-0.05754601093854676,0.7179880509134835,3.8047401754206245,3.8032244517587372,0.0398377705704876,15.496297297808516
0.8687499999999999,0.8687499999999999,0.31372878817342065,0.309367775163147,1.3900582843111586,0.0006438391507346781,0.000579336016287397,10.018516950029724,-4.38802754787503,-3.6952940234138016,15.786900079893417,-0.04517180701954265,-0.03840015167913113,14.990888758295421,4.192819496331441,4.195758726564852,0.07010152084970954,19.842655414285467,0.48015601298842264,0.4798162542402331,0.07076007360085394,0.001426514747608844,0.0014336896233973614,0.5029654127687159,-2.3795343578049204,-2.49669196875901,4.923551978554561,-0.034036839893047406,-0.03660764588769693,7.553010216952176,3.996109116585014,3.996512737999968,0.010100360204842793,7.169789876061197,0.6144674933859106,0.6144858497634469,0.0029873634869085138,0.0013483032048376168,0.0013504951694517375,0.1625720836571538,-4.788626035148556,-4.455099094548816,6.964981983384163,-0.06014508032372145,-0.05753724218267367,4.335912641585146,3.807697752548055,3.8076777040902776,0.0005265244008419836,15.496297297808516
0.9125000000000001,0.9125000000000001,0.3152458473221998,0.3079542885955602,2.312975345615643,0.0006654766997443468,0.000558068819678712,16.13999109313628,-4.69305843122974,-3.4964573566604007,25.49725497996387,-0.04818693878281319,-0.03702983963381169,23.15378281091575,4.19197422422248,4.196898990033711,0.117480822825066,19.842655414285467,0.4794979542765553,0.4769546044934385,0.5304193188799015,0.0014177529853049917,0.001419271619020568,0.10711553643808275,-2.3278602993128574,-2.4944125241650386,7.154734538895842,-0.034374757994875216,-0.037734275382107454,9.773210294987662,3.996890752563988,3.999908263132813,0.07549644850535636,7.169789876061197,0.6135858839024745,0.61152810126077,0.33536994505427736,0.0013447666469090626,0.0013448305269567272,0.004750270079300408,-4.944345270343158,-4.321454494655127,12.598043656542618,-0.06288656225579883,-0.05761682392929208,8.379752585411564,3.80866399911203,3.8109455821411373,0.059905075103478055,15.496297297808516
0.95625,0.95625,0.31806439726817753,0.3071390522410343,3.434947488929875,0.000706659378977103,0.0005458238452010903,22.759980064061956,-5.224141142097482,-3.382821225232633,35.246366183084454,-0.05261771536332465,-0.03622666026517911,31.15121016746074,4.190597911275213,4.197603128064491,0.16716509046191802,19.842655414285467,0.48079240573218723,0.4752140456423139,1.1602429704309045,0.0014185582773891094,0.0014104070030560114,0.5746168108158799,-2.2714421080780887,-2.491737898899077,9.698499030089081,-0.034254815833710275,-0.03843679633635649,12.208445442963702,3.995352730050383,4.00197171815465,0.1656671776307319,7.169789876061197,0.6147896439671242,0.6097510319773531,0.8195668289494655,0.0013454351845433863,0.0013416917297031448,0.2782337553861386,-5.22787418620557,-4.2433533845143785,18.832144130189256,-0.06622724571794106,-0.057704248027719306,12.869322282434675,3.807346318470485,3.812946474437169,0.14708816845780331,15.496297297808516
